date,code,code_name,listing_date,listing_age_trading_days,listing_status,listing_eligible,trading_status,price_limit_status,security_status
2020-09-03,sh.601398,工商银行,2018-01-02,651,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sh.601528,瑞丰银行,2021-06-25,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-03,sh.601577,长沙银行,2018-09-26,471,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sh.601658,邮储银行,2019-12-10,180,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-03,sh.601665,齐鲁银行,2021-06-18,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-03,sh.601818,光大银行,2018-01-02,651,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sh.601825,沪农商行,2021-08-19,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-03,sh.601838,成都银行,2018-01-31,630,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sh.601860,紫金银行,2019-01-03,407,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sh.601916,浙商银行,2019-11-26,190,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-03,sh.601939,建设银行,2018-01-02,651,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sh.601963,重庆银行,2021-02-05,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-03,sh.601988,中国银行,2018-01-02,651,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sh.601997,贵阳银行,2018-01-02,651,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sh.601998,中信银行,2018-01-02,651,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sh.603323,苏农银行,2018-01-02,651,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sz.000001,平安银行,2018-01-02,651,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sz.000617,中油资本,2018-01-02,651,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sz.001227,兰州银行,2022-01-17,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-03,sz.002142,宁波银行,2018-01-02,651,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sz.002807,江阴银行,2018-01-02,651,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sz.002839,张家港行,2018-01-02,651,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sz.002936,郑州银行,2018-09-19,475,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sz.002948,青岛银行,2019-01-16,398,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sz.002958,青农商行,2019-03-26,354,listed_at_least_one_year,1,trading,none,normal
2020-09-03,sz.002966,苏州银行,2019-08-02,266,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.600000,浦发银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.600015,华夏银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.600016,民生银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.600036,招商银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.600318,新力金融,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.600901,江苏金租,2018-03-01,615,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.600908,无锡银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.600919,江苏银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.600926,杭州银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.600928,西安银行,2019-03-01,372,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601009,南京银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601077,渝农商行,2019-10-29,211,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-04,sh.601128,常熟银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601166,兴业银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601169,北京银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601187,厦门银行,2020-10-27,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-04,sh.601229,上海银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601288,农业银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601328,交通银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601398,工商银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601528,瑞丰银行,2021-06-25,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-04,sh.601577,长沙银行,2018-09-26,472,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601658,邮储银行,2019-12-10,181,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-04,sh.601665,齐鲁银行,2021-06-18,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-04,sh.601818,光大银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601825,沪农商行,2021-08-19,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-04,sh.601838,成都银行,2018-01-31,631,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601860,紫金银行,2019-01-03,408,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601916,浙商银行,2019-11-26,191,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-04,sh.601939,建设银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601963,重庆银行,2021-02-05,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-04,sh.601988,中国银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601997,贵阳银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.601998,中信银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sh.603323,苏农银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sz.000001,平安银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sz.000617,中油资本,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sz.001227,兰州银行,2022-01-17,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-04,sz.002142,宁波银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sz.002807,江阴银行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sz.002839,张家港行,2018-01-02,652,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sz.002936,郑州银行,2018-09-19,476,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sz.002948,青岛银行,2019-01-16,399,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sz.002958,青农商行,2019-03-26,355,listed_at_least_one_year,1,trading,none,normal
2020-09-04,sz.002966,苏州银行,2019-08-02,267,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.600000,浦发银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.600015,华夏银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.600016,民生银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.600036,招商银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.600318,新力金融,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.600901,江苏金租,2018-03-01,616,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.600908,无锡银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.600919,江苏银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.600926,杭州银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.600928,西安银行,2019-03-01,373,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601009,南京银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601077,渝农商行,2019-10-29,212,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-07,sh.601128,常熟银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601166,兴业银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601169,北京银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601187,厦门银行,2020-10-27,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-07,sh.601229,上海银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601288,农业银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601328,交通银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601398,工商银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601528,瑞丰银行,2021-06-25,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-07,sh.601577,长沙银行,2018-09-26,473,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601658,邮储银行,2019-12-10,182,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-07,sh.601665,齐鲁银行,2021-06-18,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-07,sh.601818,光大银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601825,沪农商行,2021-08-19,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-07,sh.601838,成都银行,2018-01-31,632,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601860,紫金银行,2019-01-03,409,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601916,浙商银行,2019-11-26,192,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-07,sh.601939,建设银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601963,重庆银行,2021-02-05,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-07,sh.601988,中国银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601997,贵阳银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.601998,中信银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sh.603323,苏农银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sz.000001,平安银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sz.000617,中油资本,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sz.001227,兰州银行,2022-01-17,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-07,sz.002142,宁波银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sz.002807,江阴银行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sz.002839,张家港行,2018-01-02,653,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sz.002936,郑州银行,2018-09-19,477,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sz.002948,青岛银行,2019-01-16,400,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sz.002958,青农商行,2019-03-26,356,listed_at_least_one_year,1,trading,none,normal
2020-09-07,sz.002966,苏州银行,2019-08-02,268,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.600000,浦发银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.600015,华夏银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.600016,民生银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.600036,招商银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.600318,新力金融,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.600901,江苏金租,2018-03-01,617,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.600908,无锡银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.600919,江苏银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.600926,杭州银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.600928,西安银行,2019-03-01,374,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601009,南京银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601077,渝农商行,2019-10-29,213,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-08,sh.601128,常熟银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601166,兴业银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601169,北京银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601187,厦门银行,2020-10-27,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-08,sh.601229,上海银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601288,农业银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601328,交通银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601398,工商银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601528,瑞丰银行,2021-06-25,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-08,sh.601577,长沙银行,2018-09-26,474,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601658,邮储银行,2019-12-10,183,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-08,sh.601665,齐鲁银行,2021-06-18,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-08,sh.601818,光大银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601825,沪农商行,2021-08-19,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-08,sh.601838,成都银行,2018-01-31,633,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601860,紫金银行,2019-01-03,410,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601916,浙商银行,2019-11-26,193,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-08,sh.601939,建设银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601963,重庆银行,2021-02-05,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-08,sh.601988,中国银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601997,贵阳银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.601998,中信银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sh.603323,苏农银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sz.000001,平安银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sz.000617,中油资本,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sz.001227,兰州银行,2022-01-17,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-08,sz.002142,宁波银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sz.002807,江阴银行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sz.002839,张家港行,2018-01-02,654,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sz.002936,郑州银行,2018-09-19,478,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sz.002948,青岛银行,2019-01-16,401,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sz.002958,青农商行,2019-03-26,357,listed_at_least_one_year,1,trading,none,normal
2020-09-08,sz.002966,苏州银行,2019-08-02,269,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.600000,浦发银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.600015,华夏银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.600016,民生银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.600036,招商银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.600318,新力金融,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.600901,江苏金租,2018-03-01,618,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.600908,无锡银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.600919,江苏银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.600926,杭州银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.600928,西安银行,2019-03-01,375,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601009,南京银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601077,渝农商行,2019-10-29,214,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-09,sh.601128,常熟银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601166,兴业银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601169,北京银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601187,厦门银行,2020-10-27,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-09,sh.601229,上海银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601288,农业银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601328,交通银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601398,工商银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601528,瑞丰银行,2021-06-25,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-09,sh.601577,长沙银行,2018-09-26,475,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601658,邮储银行,2019-12-10,184,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-09,sh.601665,齐鲁银行,2021-06-18,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-09,sh.601818,光大银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601825,沪农商行,2021-08-19,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-09,sh.601838,成都银行,2018-01-31,634,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601860,紫金银行,2019-01-03,411,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601916,浙商银行,2019-11-26,194,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-09,sh.601939,建设银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601963,重庆银行,2021-02-05,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-09,sh.601988,中国银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601997,贵阳银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.601998,中信银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sh.603323,苏农银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sz.000001,平安银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sz.000617,中油资本,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sz.001227,兰州银行,2022-01-17,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-09,sz.002142,宁波银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sz.002807,江阴银行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sz.002839,张家港行,2018-01-02,655,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sz.002936,郑州银行,2018-09-19,479,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sz.002948,青岛银行,2019-01-16,402,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sz.002958,青农商行,2019-03-26,358,listed_at_least_one_year,1,trading,none,normal
2020-09-09,sz.002966,苏州银行,2019-08-02,270,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.600000,浦发银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.600015,华夏银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.600016,民生银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.600036,招商银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.600318,新力金融,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.600901,江苏金租,2018-03-01,619,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.600908,无锡银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.600919,江苏银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.600926,杭州银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.600928,西安银行,2019-03-01,376,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601009,南京银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601077,渝农商行,2019-10-29,215,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-10,sh.601128,常熟银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601166,兴业银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601169,北京银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601187,厦门银行,2020-10-27,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-10,sh.601229,上海银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601288,农业银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601328,交通银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601398,工商银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601528,瑞丰银行,2021-06-25,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-10,sh.601577,长沙银行,2018-09-26,476,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601658,邮储银行,2019-12-10,185,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-10,sh.601665,齐鲁银行,2021-06-18,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-10,sh.601818,光大银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601825,沪农商行,2021-08-19,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-10,sh.601838,成都银行,2018-01-31,635,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601860,紫金银行,2019-01-03,412,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601916,浙商银行,2019-11-26,195,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-10,sh.601939,建设银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601963,重庆银行,2021-02-05,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-10,sh.601988,中国银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601997,贵阳银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.601998,中信银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sh.603323,苏农银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sz.000001,平安银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sz.000617,中油资本,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sz.001227,兰州银行,2022-01-17,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-10,sz.002142,宁波银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sz.002807,江阴银行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sz.002839,张家港行,2018-01-02,656,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sz.002936,郑州银行,2018-09-19,480,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sz.002948,青岛银行,2019-01-16,403,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sz.002958,青农商行,2019-03-26,359,listed_at_least_one_year,1,trading,none,normal
2020-09-10,sz.002966,苏州银行,2019-08-02,271,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.600000,浦发银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.600015,华夏银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.600016,民生银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.600036,招商银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.600318,新力金融,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.600901,江苏金租,2018-03-01,620,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.600908,无锡银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.600919,江苏银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.600926,杭州银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.600928,西安银行,2019-03-01,377,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.601009,南京银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.601077,渝农商行,2019-10-29,216,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-11,sh.601128,常熟银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.601166,兴业银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.601169,北京银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.601187,厦门银行,2020-10-27,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-11,sh.601229,上海银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.601288,农业银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.601328,交通银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.601398,工商银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.601528,瑞丰银行,2021-06-25,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-11,sh.601577,长沙银行,2018-09-26,477,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.601658,邮储银行,2019-12-10,186,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-11,sh.601665,齐鲁银行,2021-06-18,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-11,sh.601818,光大银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.601825,沪农商行,2021-08-19,0,not_listed,0,not_listed,not_applicable,not_listed
2020-09-11,sh.601838,成都银行,2018-01-31,636,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.601860,紫金银行,2019-01-03,413,listed_at_least_one_year,1,trading,none,normal
2020-09-11,sh.601916,浙商银行,2019-11-26,196,listed_less_than_one_year,0,trading,none,listed_less_than_one_year
2020-09-11,sh.601939,建设银行,2018-01-02,657,listed_at_least_one_year,1,trading,none,normal
